training_base,testing_base,class_0_accuracy,class_1_accuracy,class_2_accuracy,class_3_accuracy,class_4_accuracy,class_5_accuracy,class_6_accuracy,class_7_accuracy,class_8_accuracy,class_9_accuracy,overall_accuracy,corruption_type
5,10,0.1581632653061224,0.5726872246696035,0.5125968992248062,0.5683168316831683,0.5570264765784114,0.7141255605381166,0.4843423799582463,0.5359922178988327,0.1704312114989733,0.3230921704658077,0.4599,translate
99,10,0.9448979591836736,0.9876651982378856,0.9835271317829456,0.9514851485148514,0.9826883910386964,0.9596412556053812,0.9144050104384134,0.9406614785992218,0.9024640657084188,0.8562933597621407,0.943,motion_blur
10,10,0.3591836734693877,0.5427312775330396,0.6773255813953488,0.5198019801980198,0.455193482688391,0.672645739910314,0.4582463465553236,0.6206225680933852,0.351129363449692,0.313181367690783,0.4974,translate
4,10,0.9418367346938776,0.9797356828193832,0.9593023255813954,0.9396039603960396,0.9470468431771896,0.9484304932735426,0.9780793319415448,0.8949416342412452,0.9168377823408624,0.9098116947472744,0.9418,motion_blur
7,10,0.1693877551020408,0.5215859030837005,0.6560077519379846,0.499009900990099,0.5234215885947047,0.5594170403587444,0.4592901878914405,0.5992217898832685,0.3757700205338809,0.379583746283449,0.4757,translate
2,10,0.886734693877551,0.9303964757709252,0.8905038759689923,0.984158415841584,0.7525458248472505,0.8464125560538116,0.8987473903966597,0.9289883268482492,0.6560574948665298,0.8285431119920713,0.8623,motion_blur
999,10,0.960204081632653,0.9841409691629956,0.9883720930232558,0.9613861386138614,0.9725050916496945,0.9786995515695068,0.9613778705636744,0.9630350194552528,0.962012320328542,0.9276511397423192,0.9661,motion_blur
3,10,0.1989795918367347,0.7039647577092512,0.5910852713178295,0.3366336633663366,0.4215885947046843,0.6109865470852018,0.4102296450939457,0.5223735408560312,0.2802874743326489,0.3855302279484638,0.4495,translate
8,10,0.986734693877551,0.9955947136563876,0.9641472868217056,0.9722772277227724,0.9582484725050916,0.967488789237668,0.9592901878914404,0.9124513618677044,0.944558521560575,0.971258671952428,0.9635,shear
6,10,0.1948979591836734,0.5004405286343613,0.5562015503875969,0.4257425742574257,0.5081466395112016,0.6524663677130045,0.5020876826722338,0.6799610894941635,0.3624229979466119,0.3627353815659068,0.4743,translate
9,10,0.986734693877551,0.986784140969163,0.9428294573643412,0.9386138613861386,0.9826883910386964,0.98542600896861,0.9686847599164928,0.9212062256809338,0.9681724845995892,0.8939544103072349,0.9572,shear
99,10,0.3377551020408163,0.8105726872246696,0.6036821705426356,0.4475247524752475,0.6120162932790224,0.5190582959641256,0.3966597077244259,0.4980544747081712,0.2597535934291581,0.3052527254707631,0.4843,translate
5,10,0.9877551020408164,0.9973568281938326,0.9534883720930232,0.9514851485148514,0.9877800407331976,0.9719730941704036,0.9561586638830898,0.9610894941634242,0.8603696098562629,0.9246778989098116,0.9557,shear
4,10,0.2683673469387755,0.5215859030837005,0.5474806201550387,0.504950495049505,0.4775967413441955,0.5482062780269058,0.477035490605428,0.6799610894941635,0.2782340862422998,0.2695738354806739,0.4587,translate
10,10,0.9857142857142858,0.9788546255506608,0.9418604651162792,0.9702970297029704,0.9755600814663952,0.9562780269058296,0.9739039665970772,0.9455252918287936,0.9640657084188912,0.9435084241823588,0.9636,shear
2,10,0.2622448979591836,0.5612334801762114,0.5,0.5346534653465347,0.4338085539714867,0.5291479820627802,0.3674321503131524,0.6352140077821011,0.1714579055441478,0.3409316154608523,0.4364,translate
999,10,0.2612244897959184,0.6229074889867842,0.6627906976744186,0.5346534653465347,0.5682281059063137,0.7152466367713004,0.4739039665970772,0.5914396887159533,0.3151950718685831,0.3706640237859266,0.5126,translate
7,10,0.9836734693877552,0.9973568281938326,0.9486434108527132,0.9673267326732672,0.979633401221996,0.954035874439462,0.965553235908142,0.9503891050583656,0.962012320328542,0.9603567888999008,0.9673,shear
8,10,0.8653061224489796,0.9577092511013215,0.6908914728682171,0.90990099009901,0.9735234215885948,0.8778026905829597,0.9686847599164928,0.9688715953307392,0.9383983572895276,0.958374628344896,0.9111,stripe
3,10,0.9908163265306122,1.0,0.9602713178294574,0.90990099009901,0.9511201629327902,0.9439461883408072,0.965553235908142,0.9455252918287936,0.942505133470226,0.9613478691774032,0.9577,shear
9,10,0.9418367346938776,0.8651982378854626,0.7112403100775194,0.6475247524752475,0.9684317718940936,0.6434977578475336,0.9498956158663884,0.7762645914396887,0.9383983572895276,0.9692765113974232,0.8418,stripe
6,10,0.9887755102040816,0.9938325991189428,0.9312015503875968,0.8653465346534653,0.9653767820773932,0.9730941704035876,0.9697286012526096,0.9552529182879378,0.9373716632443532,0.9286422200198216,0.9509,shear
5,10,0.710204081632653,0.986784140969163,0.8362403100775194,0.7970297029702971,0.9816700610997964,0.8621076233183856,0.9384133611691023,0.9095330739299612,0.7792607802874744,0.9454905847373636,0.8764,stripe
99,10,0.9775510204081632,0.9973568281938326,0.9496124031007752,0.9534653465346534,0.9826883910386964,0.9551569506726456,0.941544885177453,0.9494163424124512,0.9404517453798767,0.9355797819623388,0.9588,shear
10,10,0.8214285714285714,0.9903083700440528,0.9186046511627908,0.9128712871287128,0.9623217922606924,0.8352017937219731,0.9728601252609604,0.8540856031128404,0.9106776180698152,0.9663032705649156,0.9161,stripe
4,10,0.9785714285714284,0.9938325991189428,0.9505813953488372,0.9554455445544554,0.984725050916497,0.9338565022421524,0.9728601252609604,0.9299610894941636,0.919917864476386,0.908820614469772,0.9534,shear
7,10,0.8744897959183674,0.9911894273127754,0.9437984496124032,0.8811881188118812,0.9826883910386964,0.8396860986547086,0.9791231732776616,0.9523346303501944,0.7782340862422998,0.9226957383548068,0.9166,stripe
2,10,0.976530612244898,0.986784140969163,0.8846899224806202,0.9772277227722772,0.939918533604888,0.8542600896860987,0.9457202505219208,0.9348249027237354,0.915811088295688,0.9345887016848364,0.9364,shear
999,10,0.9938775510204082,0.9982378854625552,0.9709302325581396,0.9742574257425742,0.9857433808553973,0.9786995515695068,0.9728601252609604,0.9601167315175098,0.9630390143737166,0.9682854311199208,0.9768,shear
3,10,0.8673469387755102,0.9938325991189428,0.8381782945736435,0.8564356435643564,0.9674134419551936,0.7331838565022422,0.8392484342379958,0.9523346303501944,0.9004106776180698,0.8572844400396432,0.8837,stripe
8,10,0.5969387755102041,0.9973568281938326,0.9457364341085271,0.9772277227722772,0.9276985743380856,0.9585201793721974,0.9467640918580376,0.867704280155642,0.8737166324435318,0.958374628344896,0.9063,scale
6,10,0.886734693877551,0.9242290748898678,0.8362403100775194,0.7574257425742574,0.9786150712830958,0.67152466367713,0.963465553235908,0.9494163424124512,0.8336755646817249,0.7106045589692765,0.8534,stripe
9,10,0.970408163265306,0.9744493392070483,0.9748062015503876,0.9643564356435644,0.9663951120162932,0.984304932735426,0.9467640918580376,0.7490272373540856,0.8829568788501027,0.929633300297324,0.9339,scale
99,10,0.8724489795918368,0.960352422907489,0.6763565891472868,0.7603960396039604,0.9969450101832994,0.7679372197309418,0.9342379958246346,0.8433852140077821,0.8696098562628337,0.7314172447968286,0.8422,stripe
5,10,0.9510204081632652,0.9955947136563876,0.8614341085271318,0.9465346534653464,0.9735234215885948,0.9865470852017936,0.9530271398747392,0.946498054474708,0.74435318275154,0.9197224975222992,0.9282,scale
4,10,0.8061224489795918,0.988546255506608,0.5426356589147286,0.693069306930693,0.970468431771894,0.625560538116592,0.940501043841336,0.8142023346303502,0.662217659137577,0.5163528245787908,0.7587,stripe
10,10,0.9581632653061224,0.99647577092511,0.9641472868217056,0.9287128712871288,0.9490835030549898,0.98542600896861,0.9133611691022964,0.8492217898832685,0.8737166324435318,0.9742319127849356,0.9396,scale
2,10,0.8387755102040816,0.9832599118942732,0.7567829457364341,0.9534653465346534,0.9266802443991852,0.7825112107623319,0.8716075156576201,0.9280155642023348,0.4702258726899384,0.933597621407334,0.8479,stripe
999,10,0.9163265306122448,0.9938325991189428,0.874031007751938,0.9089108910891088,0.9918533604887984,0.8632286995515696,0.9718162839248434,0.95136186770428,0.8973305954825462,0.9554013875123883,0.9337,stripe
7,10,0.9214285714285714,0.9911894273127754,0.9612403100775194,0.9663366336633664,0.9368635437881874,0.9607623318385652,0.9227557411273486,0.8910505836575876,0.8983572895277208,0.9781962338949456,0.9435,scale
8,10,0.8846938775510204,0.9224669603524228,0.9079457364341084,0.9445544554455444,0.8757637474541752,0.6210762331838565,0.92901878914405,0.8132295719844358,0.9938398357289528,0.8394449950445986,0.876,fog
3,10,0.8663265306122448,0.9938325991189428,0.9796511627906976,0.8772277227722772,0.9613034623217924,0.899103139013453,0.8966597077244259,0.8492217898832685,0.8008213552361396,0.9762140733399404,0.9117,scale
9,10,0.9897959183673468,0.9814977973568282,0.6414728682170543,0.3920792079207921,0.9816700610997964,0.4562780269058296,0.8016701461377871,0.5846303501945526,0.9219712525667352,0.4826560951437066,0.7267,fog
6,10,0.8724489795918368,0.9920704845814978,0.9670542635658916,0.8693069306930693,0.929735234215886,0.9730941704035876,0.9582463465553236,0.9075875486381324,0.9404517453798767,0.958374628344896,0.9372,scale
5,10,0.979591836734694,0.9982378854625552,0.5901162790697675,0.6762376237623763,0.9623217922606924,0.6210762331838565,0.7661795407098121,0.9299610894941636,0.4137577002053388,0.4925668979187314,0.7474,fog
99,10,0.9663265306122448,0.9947136563876652,0.9651162790697676,0.9277227722772278,0.9694501018329938,0.9506726457399104,0.8298538622129437,0.938715953307393,0.7464065708418891,0.9524281466798812,0.9257,scale
10,10,0.9959183673469388,1.0,0.8246124031007752,0.7980198019801981,0.9755600814663952,0.624439461883408,0.9603340292275574,0.9134241245136188,0.944558521560575,0.7482656095143707,0.8817,fog
4,10,0.7275510204081632,0.9938325991189428,0.9544573643410852,0.8861386138613861,0.9725050916496945,0.9181614349775784,0.8173277661795407,0.8394941634241245,0.8121149897330595,0.9345887016848364,0.8875,scale
7,10,0.9938775510204082,0.9991189427312775,0.937015503875969,0.7722772277227723,0.9959266802443992,0.7096412556053812,0.9665970772442588,0.9416342412451362,0.9075975359342916,0.8523290386521308,0.9104,fog
2,10,0.8387755102040816,0.9938325991189428,0.7015503875968992,0.9386138613861386,0.9511201629327902,0.9204035874439462,0.7025052192066806,0.9795719844357976,0.6344969199178645,0.8503468780971258,0.8533,scale
999,10,0.9448979591836736,0.99647577092511,0.9864341085271318,0.9772277227722772,0.9663951120162932,0.9831838565022422,0.9509394572025052,0.933852140077821,0.891170431211499,0.9732408325074332,0.9609,scale
3,10,0.8479591836734693,1.0,0.1695736434108527,0.095049504950495,0.7729124236252546,0.1446188340807175,0.9498956158663884,0.7402723735408561,0.8357289527720739,0.4578790882061447,0.6072,fog
8,10,0.9897959183673468,0.985022026431718,0.9137596899224806,0.9643564356435644,0.8065173116089613,0.9327354260089686,0.9342379958246346,0.7577821011673151,0.9106776180698152,0.9494549058473736,0.9148,rotate
6,10,0.976530612244898,0.9770925110132158,0.4350775193798449,0.1306930693069307,0.3859470468431772,0.3026905829596412,0.9822546972860126,0.933852140077821,0.5379876796714579,0.1258671952428146,0.5848,fog
9,10,0.9928571428571428,0.9074889867841408,0.9118217054263564,0.9326732673267328,0.8879837067209776,0.9484304932735426,0.8653444676409185,0.7655642023346303,0.9383983572895276,0.9137760158572844,0.9056,rotate
99,10,0.9826530612244898,0.9973568281938326,0.4612403100775193,0.4564356435643564,0.994908350305499,0.6065022421524664,0.8987473903966597,0.7198443579766537,0.9301848049281314,0.4816650148662041,0.7543,fog
5,10,0.9908163265306122,0.9577092511013215,0.9418604651162792,0.9405940594059404,0.940936863543788,0.952914798206278,0.9102296450939458,0.8443579766536965,0.771047227926078,0.9246778989098116,0.9178,rotate
4,10,0.986734693877551,0.8828193832599119,0.2364341085271318,0.1366336633663366,0.7128309572301426,0.108744394618834,0.9572025052192068,0.1945525291828793,0.2761806981519507,0.1199207135777998,0.4655,fog
10,10,0.9938775510204082,0.8511013215859031,0.9079457364341084,0.9356435643564356,0.824847250509165,0.945067264573991,0.9102296450939458,0.8035019455252919,0.9168377823408624,0.9078295341922696,0.8982,rotate
2,10,0.9877551020408164,0.9894273127753304,0.6443798449612403,0.6594059405940594,0.5865580448065173,0.0325112107623318,0.7505219206680585,0.7626459143968871,0.1211498973305954,0.3627353815659068,0.6014,fog
999,10,0.9948979591836736,1.0,0.7868217054263565,0.7485148514851485,0.9877800407331976,0.5852017937219731,0.9707724425887264,0.9095330739299612,0.9383983572895276,0.7244796828543112,0.868,fog
7,10,0.9897959183673468,0.93568281938326,0.9108527131782944,0.9524752475247524,0.814663951120163,0.9304932735426008,0.918580375782881,0.8375486381322957,0.9301848049281314,0.916749256689792,0.9136,rotate
8,10,0.9857142857142858,0.9629955947136564,0.9825581395348836,0.9910891089108912,0.9786150712830958,0.9786995515695068,0.9780793319415448,0.9542801556420234,0.969199178644764,0.958374628344896,0.9737,spatter
3,10,0.9948979591836736,0.9594713656387666,0.9031007751937984,0.8762376237623762,0.8869653767820774,0.9035874439461884,0.9624217118997912,0.8103112840466926,0.8767967145790554,0.9276511397423192,0.9103,rotate
9,10,0.9918367346938776,0.9638766519823788,0.9835271317829456,0.9871287128712872,0.984725050916497,0.9798206278026906,0.9832985386221296,0.9406614785992218,0.9763860369609856,0.933597621407334,0.9721,spatter
6,10,0.9897959183673468,0.9418502202643172,0.8798449612403101,0.8504950495049505,0.8360488798370672,0.954035874439462,0.9363256784968684,0.7947470817120622,0.8993839835728953,0.8850346878097126,0.8961,rotate
5,10,0.9918367346938776,0.9832599118942732,0.9777131782945736,0.984158415841584,0.9877800407331976,0.9831838565022422,0.9718162839248434,0.97568093385214,0.9209445585215604,0.9385530227948464,0.9716,spatter
99,10,0.9908163265306122,0.9612334801762116,0.9118217054263564,0.9475247524752476,0.8747454175152749,0.9461883408071748,0.8893528183716075,0.7636186770428015,0.8747433264887063,0.8919722497522299,0.9052,rotate
10,10,0.9857142857142858,0.9753303964757708,0.9738372093023256,0.9891089108910892,0.9837067209775968,0.9753363228699552,0.9707724425887264,0.9678988326848248,0.9804928131416838,0.9454905847373636,0.9747,spatter
4,10,0.9816326530612244,0.9427312775330396,0.9050387596899224,0.9306930693069309,0.9327902240325866,0.8867713004484304,0.9478079331941544,0.7811284046692607,0.8336755646817249,0.8721506442021804,0.9016,rotate
7,10,0.9887755102040816,0.988546255506608,0.9767441860465116,0.9831683168316832,0.9816700610997964,0.9742152466367712,0.9728601252609604,0.9747081712062255,0.9661190965092402,0.9405351833498512,0.9749,spatter
2,10,0.9836734693877552,0.8810572687224669,0.8032945736434108,0.9396039603960396,0.7281059063136456,0.8374439461883408,0.8434237995824635,0.8608949416342413,0.8572895277207392,0.8820614469772051,0.8622,rotate
999,10,0.9959183673469388,0.962114537444934,0.9341085271317828,0.9633663366336632,0.90020366598778,0.9473094170403588,0.9363256784968684,0.8151750972762646,0.9250513347022588,0.9405351833498512,0.9319,rotate
3,10,0.9908163265306122,0.99647577092511,0.9854651162790696,0.9495049504950496,0.970468431771894,0.968609865470852,0.9822546972860126,0.9795719844357976,0.969199178644764,0.9653121902874132,0.9761,spatter
8,10,0.970408163265306,0.9726872246696036,0.9534883720930232,0.9732673267326732,0.9470468431771896,0.8239910313901345,0.975991649269311,0.9153696498054474,0.9876796714579056,0.9603567888999008,0.9494,brightness
6,10,0.9887755102040816,0.9744493392070483,0.9806201550387597,0.9465346534653464,0.9816700610997964,0.98542600896861,0.974947807933194,0.9824902723735408,0.969199178644764,0.9008919722497524,0.9683,spatter
9,10,0.9979591836734694,0.9823788546255506,0.812015503875969,0.598019801980198,0.9745417515274948,0.734304932735426,0.9384133611691023,0.7558365758754864,0.9527720739219712,0.7908820614469773,0.8549,brightness
99,10,0.9918367346938776,0.9797356828193832,0.9874031007751938,0.984158415841584,0.989816700610998,0.968609865470852,0.964509394572025,0.9698443579766536,0.9650924024640656,0.9306243805748264,0.9733,spatter
5,10,0.9979591836734694,0.9991189427312775,0.8546511627906976,0.9376237623762376,0.9786150712830958,0.8632286995515696,0.9342379958246346,0.980544747081712,0.6735112936344969,0.817641228939544,0.9056,brightness
4,10,0.986734693877551,0.9911894273127754,0.9680232558139537,0.9663366336633664,0.9887983706720976,0.9551569506726456,0.9812108559498957,0.9552529182879378,0.9702258726899384,0.933597621407334,0.9699,spatter
10,10,0.996938775510204,0.9973568281938326,0.9292635658914729,0.8950495049504951,0.984725050916497,0.7668161434977578,0.974947807933194,0.926070038910506,0.9774127310061602,0.9276511397423192,0.9397,brightness
2,10,0.9897959183673468,0.9533039647577092,0.9292635658914729,0.986138613861386,0.9338085539714868,0.9080717488789236,0.9436325678496869,0.9717898832684824,0.8696098562628337,0.8889990089197225,0.9381,spatter
999,10,0.9938775510204082,0.9894273127753304,0.9893410852713178,0.9871287128712872,0.9908350305498982,0.98542600896861,0.9843423799582464,0.9815175097276264,0.9804928131416838,0.9573835480673936,0.984,spatter
7,10,0.9959183673469388,0.9982378854625552,0.9757751937984496,0.9257425742574258,0.9969450101832994,0.897982062780269,0.9801670146137788,0.9698443579766536,0.9609856262833676,0.950445986124876,0.9662,brightness
8,10,0.9836734693877552,0.8977973568281938,0.9844961240310076,0.9831683168316832,0.9643584521384928,0.9730941704035876,0.974947807933194,0.9406614785992218,0.984599589322382,0.958374628344896,0.9634,dotted_line
3,10,0.9591836734693876,1.0,0.3003875968992248,0.0079207920792079,0.8706720977596741,0.2130044843049327,0.9665970772442588,0.9202334630350194,0.8963039014373717,0.7195242814667988,0.6909,brightness
9,10,0.9928571428571428,0.8933920704845815,0.9825581395348836,0.9762376237623762,0.9735234215885948,0.9753363228699552,0.977035490605428,0.9357976653696498,0.9897330595482546,0.9306243805748264,0.9614,dotted_line
6,10,0.9928571428571428,0.9938325991189428,0.7228682170542635,0.0059405940594059,0.6109979633401222,0.5123318385650224,0.9791231732776616,0.965953307392996,0.7772073921971252,0.0237859266600594,0.6622,brightness
5,10,0.986734693877551,0.8898678414096917,0.9767441860465116,0.9762376237623762,0.9684317718940936,0.9719730941704036,0.9728601252609604,0.9727626459143968,0.9435318275154004,0.9197224975222992,0.9568,dotted_line
99,10,0.9979591836734694,0.9991189427312775,0.7655038759689923,0.7831683168316832,0.9938900203665988,0.8587443946188341,0.9624217118997912,0.9250972762645916,0.9609856262833676,0.7621407333994054,0.9013,brightness
10,10,0.9836734693877552,0.9251101321585904,0.9738372093023256,0.9742574257425742,0.9735234215885948,0.954035874439462,0.954070981210856,0.9474708171206224,0.9876796714579056,0.9395441030723488,0.9608,dotted_line
4,10,0.9959183673469388,0.9920704845814978,0.4874031007751938,0.1524752475247524,0.9144602851323828,0.0706278026905829,0.9561586638830898,0.3249027237354085,0.5102669404517454,0.2101090188305252,0.5679,brightness
7,10,0.986734693877551,0.8651982378854626,0.9806201550387597,0.9811881188118812,0.9653767820773932,0.9596412556053812,0.9603340292275574,0.9669260700389104,0.9866529774127312,0.9365708622398414,0.9576,dotted_line
2,10,0.9908163265306122,0.9859030837004406,0.7451550387596899,0.8475247524752475,0.5162932790224033,0.0078475336322869,0.7933194154488518,0.9289883268482492,0.0831622176591375,0.4251734390485629,0.6454,brightness
999,10,0.996938775510204,1.0,0.9312015503875968,0.917821782178218,0.9908350305498982,0.8318385650224215,0.9812108559498957,0.9640077821011672,0.957905544147844,0.9276511397423192,0.9515,brightness
3,10,0.9887755102040816,0.9753303964757708,0.9806201550387597,0.9376237623762376,0.9154786150712833,0.9562780269058296,0.9686847599164928,0.953307392996109,0.9722792607802876,0.9365708622398414,0.9587,dotted_line
8,10,0.3081632653061224,0.5718061674008811,0.627906976744186,0.6138613861386139,0.5458248472505092,0.67152466367713,0.4686847599164926,0.5340466926070039,0.2772073921971252,0.379583746283449,0.5005,translate
6,10,0.9846938775510204,0.9180616740088106,0.9777131782945736,0.9376237623762376,0.9653767820773932,0.9775784753363228,0.974947807933194,0.9717898832684824,0.9804928131416838,0.8969276511397423,0.9576,dotted_line
9,10,0.3183673469387755,0.4026431718061674,0.6492248062015504,0.4900990099009901,0.5417515274949084,0.8340807174887892,0.5855949895615866,0.438715953307393,0.37782340862423,0.2933597621407334,0.4886,translate
99,10,0.9887755102040816,0.933920704845815,0.9796511627906976,0.9782178217821782,0.9755600814663952,0.968609865470852,0.9530271398747392,0.9552529182879378,0.9815195071868584,0.9207135777998018,0.963,dotted_line
5,10,0.1581632653061224,0.5726872246696035,0.5125968992248062,0.5683168316831683,0.5570264765784114,0.7141255605381166,0.4843423799582463,0.5359922178988327,0.1704312114989733,0.3230921704658077,0.4599,translate
4,10,0.9897959183673468,0.9788546255506608,0.9563953488372092,0.9603960396039604,0.9857433808553973,0.9461883408071748,0.975991649269311,0.9396887159533074,0.9681724845995892,0.931615460852329,0.9634,dotted_line
10,10,0.3591836734693877,0.5427312775330396,0.6773255813953488,0.5198019801980198,0.455193482688391,0.672645739910314,0.4582463465553236,0.6206225680933852,0.351129363449692,0.313181367690783,0.4974,translate
2,10,0.986734693877551,0.7022026431718061,0.9273255813953488,0.986138613861386,0.8462321792260692,0.8565022421524664,0.9269311064718164,0.9591439688715954,0.8593429158110883,0.8206144697720515,0.8851,dotted_line
999,10,0.9948979591836736,0.9462555066079296,0.9874031007751938,0.9821782178217822,0.979633401221996,0.9775784753363228,0.9780793319415448,0.9737354085603112,0.9876796714579056,0.9514370664023786,0.9754,dotted_line
7,10,0.1693877551020408,0.5215859030837005,0.6560077519379846,0.499009900990099,0.5234215885947047,0.5594170403587444,0.4592901878914405,0.5992217898832685,0.3757700205338809,0.379583746283449,0.4757,translate
8,10,0.9551020408163264,0.5903083700440529,0.9457364341085271,0.9722772277227724,0.9419551934826884,0.922645739910314,0.9331941544885176,0.8463035019455253,0.9702258726899384,0.9276511397423192,0.8957,zigzag
3,10,0.1989795918367347,0.7039647577092512,0.5910852713178295,0.3366336633663366,0.4215885947046843,0.6109865470852018,0.4102296450939457,0.5223735408560312,0.2802874743326489,0.3855302279484638,0.4495,translate
9,10,0.976530612244898,0.5418502202643172,0.9583333333333334,0.9455445544554456,0.9470468431771896,0.952914798206278,0.9446764091858038,0.7188715953307393,0.9763860369609856,0.8662041625371655,0.8765,zigzag
6,10,0.1948979591836734,0.5004405286343613,0.5562015503875969,0.4257425742574257,0.5081466395112016,0.6524663677130045,0.5020876826722338,0.6799610894941635,0.3624229979466119,0.3627353815659068,0.4743,translate
5,10,0.9714285714285714,0.6458149779735682,0.9641472868217056,0.9376237623762376,0.9480651731160896,0.9338565022421524,0.9384133611691023,0.91147859922179,0.891170431211499,0.8780971258671952,0.8981,zigzag
99,10,0.3377551020408163,0.8105726872246696,0.6036821705426356,0.4475247524752475,0.6120162932790224,0.5190582959641256,0.3966597077244259,0.4980544747081712,0.2597535934291581,0.3052527254707631,0.4843,translate
10,10,0.9357142857142856,0.6651982378854625,0.9554263565891472,0.9247524752475248,0.9439918533604889,0.9282511210762332,0.8987473903966597,0.8793774319066148,0.971252566735113,0.88800792864222,0.8954,zigzag
4,10,0.2683673469387755,0.5215859030837005,0.5474806201550387,0.504950495049505,0.4775967413441955,0.5482062780269058,0.477035490605428,0.6799610894941635,0.2782340862422998,0.2695738354806739,0.4587,translate
7,10,0.9622448979591836,0.6731277533039648,0.9496124031007752,0.9544554455445544,0.9307535641547862,0.9080717488789236,0.9248434237995824,0.9056420233463036,0.984599589322382,0.867195242814668,0.9026,zigzag
2,10,0.2622448979591836,0.5612334801762114,0.5,0.5346534653465347,0.4338085539714867,0.5291479820627802,0.3674321503131524,0.6352140077821011,0.1714579055441478,0.3409316154608523,0.4364,translate
999,10,0.2612244897959184,0.6229074889867842,0.6627906976744186,0.5346534653465347,0.5682281059063137,0.7152466367713004,0.4739039665970772,0.5914396887159533,0.3151950718685831,0.3706640237859266,0.5126,translate
3,10,0.970408163265306,0.8625550660792951,0.9467054263565892,0.9089108910891088,0.8411405295315683,0.9024663677130044,0.94258872651357,0.8939688715953308,0.957905544147844,0.8949454905847374,0.9114,zigzag
8,10,0.8653061224489796,0.9577092511013215,0.6908914728682171,0.90990099009901,0.9735234215885948,0.8778026905829597,0.9686847599164928,0.9688715953307392,0.9383983572895276,0.958374628344896,0.9111,stripe
6,10,0.9673469387755104,0.6378854625550661,0.9408914728682172,0.8891089108910891,0.9460285132382892,0.9360986547085202,0.9363256784968684,0.892023346303502,0.9722792607802876,0.8037661050545094,0.8877,zigzag
9,10,0.9418367346938776,0.8651982378854626,0.7112403100775194,0.6475247524752475,0.9684317718940936,0.6434977578475336,0.9498956158663884,0.7762645914396887,0.9383983572895276,0.9692765113974232,0.8418,stripe
99,10,0.9571428571428572,0.720704845814978,0.9505813953488372,0.9693069306930692,0.9623217922606924,0.9271300448430492,0.9018789144050104,0.8706225680933852,0.9681724845995892,0.8523290386521308,0.905,zigzag
5,10,0.710204081632653,0.986784140969163,0.8362403100775194,0.7970297029702971,0.9816700610997964,0.8621076233183856,0.9384133611691023,0.9095330739299612,0.7792607802874744,0.9454905847373636,0.8764,stripe
4,10,0.976530612244898,0.8537444933920705,0.9244186046511628,0.9346534653465348,0.9714867617107944,0.8968609865470852,0.9519832985386222,0.8219844357976653,0.9507186858316222,0.8741328047571854,0.9143,zigzag
10,10,0.8214285714285714,0.9903083700440528,0.9186046511627908,0.9128712871287128,0.9623217922606924,0.8352017937219731,0.9728601252609604,0.8540856031128404,0.9106776180698152,0.9663032705649156,0.9161,stripe
2,10,0.9826530612244898,0.5259911894273128,0.9060077519379846,0.9693069306930692,0.7474541751527495,0.7892376681614349,0.872651356993737,0.9036964980544748,0.8305954825462012,0.7502477700693756,0.8243,zigzag
999,10,0.979591836734694,0.6766519823788546,0.9612403100775194,0.9633663366336632,0.9674134419551936,0.9473094170403588,0.941544885177453,0.9007782101167316,0.9804928131416838,0.9058473736372646,0.9185,zigzag
7,10,0.8744897959183674,0.9911894273127754,0.9437984496124032,0.8811881188118812,0.9826883910386964,0.8396860986547086,0.9791231732776616,0.9523346303501944,0.7782340862422998,0.9226957383548068,0.9166,stripe
8,10,0.9193877551020408,0.0951541850220264,0.9534883720930232,0.9336633663366336,0.654786150712831,0.9282511210762332,0.931106471816284,0.5963035019455253,0.9671457905544149,0.9038652130822596,0.7766,canny_edges
3,10,0.8673469387755102,0.9938325991189428,0.8381782945736435,0.8564356435643564,0.9674134419551936,0.7331838565022422,0.8392484342379958,0.9523346303501944,0.9004106776180698,0.8572844400396432,0.8837,stripe
9,10,0.9785714285714284,0.0960352422907489,0.9583333333333334,0.9217821782178218,0.7881873727087576,0.9428251121076232,0.9551148225469728,0.5447470817120622,0.942505133470226,0.929633300297324,0.7934,canny_edges
6,10,0.886734693877551,0.9242290748898678,0.8362403100775194,0.7574257425742574,0.9786150712830958,0.67152466367713,0.963465553235908,0.9494163424124512,0.8336755646817249,0.7106045589692765,0.8534,stripe
5,10,0.9020408163265308,0.1127753303964757,0.9622093023255814,0.8900990099009901,0.745417515274949,0.922645739910314,0.9707724425887264,0.6741245136186771,0.8716632443531828,0.956392467789891,0.7896,canny_edges
99,10,0.8724489795918368,0.960352422907489,0.6763565891472868,0.7603960396039604,0.9969450101832994,0.7679372197309418,0.9342379958246346,0.8433852140077821,0.8696098562628337,0.7314172447968286,0.8422,stripe
10,10,0.889795918367347,0.0493392070484581,0.9302325581395348,0.9128712871287128,0.7596741344195519,0.9237668161434978,0.9144050104384134,0.6157587548638133,0.9835728952772074,0.8533201189296333,0.7708,canny_edges
4,10,0.8061224489795918,0.988546255506608,0.5426356589147286,0.693069306930693,0.970468431771894,0.625560538116592,0.940501043841336,0.8142023346303502,0.662217659137577,0.5163528245787908,0.7587,stripe
7,10,0.9071428571428573,0.0696035242290748,0.9292635658914729,0.8574257425742574,0.7016293279022403,0.8957399103139013,0.9561586638830898,0.3900778210116731,0.9774127310061602,0.865213082259663,0.7423,canny_edges
